index,SOURCEID,shortname,A/S/C,RA_deg,DE_deg,J_mag,H_mag,K_mag,SpT,Stetson_JHK,range_J,range_H,range_K,vanilla_period_J,vanilla_per_amp_J,vanilla_per_fap_J,vanilla_period_H,vanilla_per_amp_H,vanilla_per_fap_H,vanilla_period_K,vanilla_per_amp_K,vanilla_per_fap_K,poly2_period_J,poly2_per_amp_J,poly2_per_fap_J,poly2_period_H,poly2_per_amp_H,poly2_per_fap_H,poly2_period_K,poly2_per_amp_K,poly2_per_fap_K,poly4_period_J,poly4_per_amp_J,poly4_per_fap_J,poly4_period_H,poly4_per_amp_H,poly4_per_fap_H,poly4_period_K,poly4_per_amp_K,poly4_per_fap_K,Periodic?,Period,Amp,Method,Best Band
188,4.49898E+13,ic_188C_M3.0_Q2,C,56.13058883,32.15808493,14.13569736,13.50922203,13.01671314,3,0.439467985,0.021954918,0.025129128,0.014215851,0.07,7.43E-03,9.08E-03,0.11,7.51E-03,7.92E-03,0.05,6.14E-03,1.69E-02,0.04,5.95E-03,8.88E-02,0.17,8.25E-03,3.36E-02,0.05,5.38E-03,1.55E-01,0.04,5.73E-03,8.09E-02,0.08,6.22E-03,1.32E-01,0.05,5.37E-03,1.55E-01,,,,,
189,4.49898E+13,ic_189C_M4.2_Q2,C,56.13062418,32.17971805,13.38572407,12.41151619,11.77902603,4.25,3.180196525,0.055777931,0.061450958,0.048979378,2.30,2.33E-02,2.06E-09,2.30,2.58E-02,5.19E-10,2.30,2.09E-02,9.29E-13,2.30,2.27E-02,7.00E-08,2.31,2.47E-02,9.65E-07,2.30,2.15E-02,1.40E-13,2.30,2.18E-02,9.64E-09,2.30,2.33E-02,2.40E-08,2.31,2.17E-02,2.93E-14,,,,,
190,4.49898E+13,ic_190A_M0.5_Q0,A,56.13064781,32.00407167,14.07510185,12.36924934,11.27519894,0.5,16.09639565,0.276232815,0.247224903,0.211527252,4.84,1.07E-01,8.77E-08,0.83,9.38E-02,2.64E-07,0.83,7.45E-02,5.80E-05,4.81,1.09E-01,4.50E-07,4.81,9.69E-02,1.03E-07,4.81,7.56E-02,6.82E-06,4.81,1.09E-01,1.49E-07,4.81,9.07E-02,1.13E-07,4.81,7.56E-02,6.03E-06,,,,,
191,4.49898E+13,ic_191S_M5.2_Q1JHK,S,56.13091407,32.19150567,13.44573975,12.80812359,12.34889698,5.25,1.337235594,0.028941727,0.030590439,0.032219505,0.20,8.70E-03,3.90E-02,0.14,1.04E-02,2.81E-02,0.20,1.05E-02,4.45E-03,74.63,1.17E-02,1.44E-02,0.05,1.15E-02,6.62E-02,0.21,9.53E-03,1.32E-01,0.05,8.07E-03,1.42E-01,0.09,1.06E-02,1.64E-02,0.21,9.56E-03,8.02E-02,,,,,
192,4.49898E+13,ic_192C_M5.5_Q2,C,56.13191472,32.11483445,13.51906013,12.87328529,12.40460968,5.5,0.495039775,0.023810577,0.018901253,0.018675804,0.59,7.74E-03,2.23E-03,0.89,5.99E-03,1.39E-02,0.33,5.95E-03,6.37E-02,0.59,7.88E-03,1.62E-02,0.13,6.78E-03,8.30E-02,0.13,5.20E-03,8.91E-02,0.59,7.16E-03,3.68E-02,0.13,7.02E-03,3.69E-02,0.14,4.91E-03,1.13E-01,,,,,
193,4.49898E+13,ic_193C_M5.0_Q2,C,56.13266689,32.26289848,14.36148548,13.27281094,12.65408707,5,1.1677827,0.029463768,0.035393715,0.024535751,0.07,8.72E-03,4.42E-02,0.99,1.12E-02,4.24E-04,0.10,8.89E-03,4.49E-03,0.19,7.56E-03,1.13E-01,0.98,9.97E-03,1.49E-02,0.17,6.74E-03,1.40E-01,0.16,7.15E-03,1.70E-01,0.15,9.13E-03,4.95E-03,0.09,8.05E-03,9.00E-03,,,,,
194,4.49898E+13,ic_194C_M4.5_Q2,C,56.13270605,32.21225955,14.67259598,13.40615654,12.70222473,4.5,3.054870962,0.055335426,0.05582428,0.050108719,3.10,2.02E-02,1.61E-05,0.75,2.23E-02,9.80E-08,3.10,1.68E-02,1.11E-02,3.10,2.11E-02,4.48E-05,3.09,2.49E-02,1.48E-07,3.08,1.93E-02,1.45E-03,3.10,2.13E-02,2.30E-05,3.09,2.50E-02,1.03E-07,3.08,1.99E-02,3.33E-04,,,,,
195,4.49898E+13,ic_195C_M5.0_Q2,C,56.13414772,32.32680444,14.53564453,13.80952358,13.34962654,5,0.792886477,0.046534538,0.020236015,0.018967247,95.24,2.05E-02,4.50E-12,0.08,5.58E-03,3.16E-02,0.50,9.68E-03,8.51E-04,60.61,1.40E-02,1.35E-07,0.08,5.52E-03,3.50E-02,0.05,5.34E-03,1.41E-01,59.17,1.42E-02,8.48E-08,0.08,5.09E-03,7.93E-02,0.06,5.64E-03,1.26E-01,,,,,
196,4.49898E+13,ic_196C_M5.5_Q2,C,56.13487809,32.05761936,14.82633972,14.06676197,13.46512222,5.5,2.264654022,0.032699394,0.045921326,0.045623398,1.74,1.58E-02,1.11E-02,0.63,1.78E-02,7.54E-04,0.05,1.79E-02,4.32E-01,1.74,1.64E-02,5.36E-02,1.74,1.87E-02,2.10E-02,0.39,1.99E-02,2.45E-01,1.74,1.62E-02,6.65E-02,1.74,1.89E-02,1.74E-02,0.39,2.00E-02,2.48E-01,,,,,
197,4.49898E+13,ic_197A_M3.0_Q1J,A,56.13575007,32.14883016,12.02942657,11.16175365,10.73023605,3,1.934854239,0.037099361,0.050760269,0.059125328,0.07,1.07E-02,2.68E-02,0.06,1.57E-02,5.27E-03,0.99,2.46E-02,1.06E-05,0.24,1.20E-02,6.95E-02,0.07,1.54E-02,3.04E-03,0.98,2.16E-02,1.34E-03,0.24,1.20E-02,7.00E-02,0.07,1.58E-02,1.23E-03,6.02,1.53E-02,3.69E-03,,,,,
198,4.49898E+13,ic_198C_M3.2_Q2,C,56.13654959,32.15436933,12.31384754,11.44454861,11.02210522,3.25,2.589423709,0.042805481,0.048692894,0.044756889,5.29,1.81E-02,2.08E-10,0.84,1.91E-02,3.86E-09,5.29,1.71E-02,2.12E-07,5.28,1.79E-02,1.31E-07,0.84,2.00E-02,9.26E-08,5.29,1.63E-02,5.00E-06,5.29,1.78E-02,6.04E-08,0.84,1.97E-02,1.13E-07,5.29,1.64E-02,4.30E-06,,,,,
199,4.49898E+13,ic_199A_M5.0_Q1J,A,56.13668005,32.07033599,13.63356781,12.96673203,12.47621155,5,0.270161836,0.01568737,0.016101074,0.016488838,0.07,5.05E-03,9.92E-02,0.14,4.87E-03,3.79E-02,0.06,4.93E-03,1.16E-01,0.09,4.79E-03,1.43E-01,0.14,5.29E-03,8.98E-02,0.05,5.22E-03,1.59E-01,0.09,4.83E-03,1.22E-01,0.06,5.47E-03,1.45E-01,0.05,5.20E-03,1.51E-01,,,,,
200,4.49898E+13,ic_200C_M5.0_Q2,C,56.13774945,32.24995242,14.57766819,13.57105827,12.91764927,5,1.102297242,0.032711029,0.036057568,0.033750343,0.50,1.51E-02,9.37E-03,0.49,1.19E-02,6.55E-03,0.25,1.11E-02,2.62E-03,0.05,8.34E-03,2.88E-01,0.15,1.00E-02,4.47E-02,0.25,8.72E-03,2.27E-02,0.05,8.49E-03,3.67E-01,0.15,9.45E-03,5.58E-02,0.05,7.52E-03,1.03E-01,,,,,
201,4.49898E+13,ic_201C_M4.5_Q2,C,56.13839502,32.21595001,15.19468307,13.71638393,12.85357857,4.5,4.771921972,0.088745689,0.07062912,0.071405411,96.15,3.07E-02,7.00E-08,0.50,2.26E-02,2.64E-04,0.50,2.88E-02,1.00E-09,1.01,1.69E-02,9.17E-02,0.07,1.43E-02,2.70E-02,0.33,1.34E-02,6.23E-02,67.11,1.76E-02,2.04E-02,0.07,1.43E-02,2.59E-02,0.33,1.36E-02,5.11E-02,,,,,
202,4.49898E+13,ic_202C_M2.2_Q2,C,56.13842091,32.25808449,12.43641472,11.64469719,11.31939411,2.25,1.336030124,0.034033585,0.033483505,0.038796616,0.50,2.08E-02,1.04E-03,0.50,1.51E-02,5.05E-02,0.10,1.22E-02,8.30E-04,0.04,7.68E-03,1.79E-01,0.08,9.00E-03,9.78E-02,0.10,9.50E-03,2.48E-02,0.04,7.72E-03,1.61E-01,0.08,8.94E-03,7.45E-02,0.10,8.48E-03,2.93E-02,,,,,
203,4.49898E+13,ic_203A_M2.0_Q0,A,56.13879145,32.16099604,12.39190578,11.44715977,10.94416428,2,17.70784984,0.274250031,0.241444969,0.284081078,0.20,1.12E-01,8.35E-03,7.11,9.19E-02,1.34E-02,0.06,9.79E-02,8.54E-04,7.08,1.24E-01,3.27E-02,0.10,1.06E-01,1.62E-02,0.06,8.86E-02,1.36E-02,7.10,1.23E-01,3.18E-02,0.10,1.05E-01,2.05E-02,0.06,8.89E-02,1.12E-02,,,,,
204,4.49898E+13,ic_204C_M8.5_Q2,C,56.13926949,32.17543612,16.56991959,15.74538898,14.97589016,8.5,0.937021293,0.067654037,0.059149361,0.027921867,0.50,4.33E-02,4.54E-05,0.99,2.53E-02,1.82E-04,0.45,1.09E-02,8.13E-02,1.01,1.87E-02,1.71E-02,91.74,1.83E-02,2.08E-02,0.45,1.03E-02,2.80E-01,1.02,1.62E-02,1.34E-01,0.05,1.39E-02,1.74E-01,0.05,9.99E-03,2.15E-01,,,,,
205,4.49898E+13,ic_205C_M8.8_Q2,C,56.14036501,32.09634951,17.44268799,16.72270012,16.01656532,8.75,-0.134284287,0.074180603,0.075460052,0.063722229,0.08,2.14E-02,3.38E-03,0.04,1.98E-02,7.71E-02,0.05,1.84E-02,3.93E-02,0.08,2.75E-02,1.47E-04,0.05,2.72E-02,7.98E-02,0.15,2.13E-02,9.99E-03,0.08,2.77E-02,9.33E-05,0.05,2.73E-02,7.16E-02,0.15,2.08E-02,1.91E-02,,,,,
206,4.49898E+13,ic_206A_M6.0_Q2,A,56.14035606,32.08905701,18.03708839,17.37500954,16.88954163,6,-0.036985404,0.121088791,0.129863739,0.125037384,0.07,3.42E-02,1.04E-01,0.25,4.15E-02,4.69E-02,0.10,3.85E-02,3.61E-02,0.14,4.07E-02,2.74E-02,0.86,4.37E-02,3.11E-02,0.05,3.68E-02,7.26E-02,0.14,4.07E-02,2.76E-02,0.86,4.42E-02,1.87E-02,0.05,3.70E-02,7.64E-02,,,,,
