index,SOURCEID,shortname,A/S/C,RA_deg,DE_deg,J_mag,H_mag,K_mag,SpT,Stetson_JHK,range_J,range_H,range_K,vanilla_period_J,vanilla_per_amp_J,vanilla_per_fap_J,vanilla_period_H,vanilla_per_amp_H,vanilla_per_fap_H,vanilla_period_K,vanilla_per_amp_K,vanilla_per_fap_K,poly2_period_J,poly2_per_amp_J,poly2_per_fap_J,poly2_period_H,poly2_per_amp_H,poly2_per_fap_H,poly2_period_K,poly2_per_amp_K,poly2_per_fap_K,poly4_period_J,poly4_per_amp_J,poly4_per_fap_J,poly4_period_H,poly4_per_amp_H,poly4_per_fap_H,poly4_period_K,poly4_per_amp_K,poly4_per_fap_K,Periodic?,Period,Amp,Method,Best Band
26,4.49898E+13,ic_026A_M1.5_Q0,A,55.95318838,32.12589823,12.51429462,11.755476,11.43560219,1.5,1.416183073,0.022628784,0.033286667,0.02489109,37.59,1.01E-02,1.03E-06,0.50,1.29E-02,1.89E-04,1.02,1.18E-02,6.30E-06,0.97,7.65E-03,5.15E-05,0.43,7.85E-03,2.23E-01,0.07,6.60E-03,1.52E-03,0.97,7.72E-03,3.08E-05,0.43,7.92E-03,1.96E-01,0.07,6.59E-03,1.53E-03,,,,,
27,4.49898E+13,ic_027C_M4.5_Q2,C,55.95338913,32.26429714,12.96218586,12.18314648,11.76176167,4.5,3.043724015,0.045497704,0.048446655,0.038836479,2.88,1.96E-02,2.09E-12,2.88,2.29E-02,1.24E-18,2.88,1.96E-02,3.78E-14,2.88,1.87E-02,2.84E-12,2.88,2.21E-02,1.38E-14,2.88,1.78E-02,6.55E-10,2.89,1.75E-02,5.83E-11,2.88,2.19E-02,4.60E-14,2.88,1.78E-02,6.14E-10,,,,,
28,4.49898E+13,ic_028C_M3.5_Q2,C,55.955818,32.17773664,12.66786671,11.93471336,11.58806324,3.5,2.681643816,0.03607235,0.042549515,0.034430313,12.90,1.72E-02,7.16E-15,12.92,1.98E-02,3.84E-15,12.90,1.67E-02,6.56E-16,12.82,1.71E-02,1.60E-11,12.92,1.97E-02,1.26E-12,12.85,1.63E-02,1.30E-11,12.85,1.58E-02,1.99E-09,0.93,1.85E-02,9.14E-12,12.89,1.61E-02,2.53E-11,,,,,
29,4.49898E+13,ic_029S_M9.0_Q1JHK,S,55.96077177,32.05488117,17.68553734,16.32593536,15.05926418,9,0.88343073,0.12088089,0.06967659,0.046683121,0.07,2.81E-02,2.59E-02,0.50,2.30E-02,1.09E-03,0.50,2.02E-02,7.34E-05,0.15,2.95E-02,8.01E-02,0.05,1.68E-02,5.67E-02,0.04,1.13E-02,5.43E-02,0.15,2.85E-02,1.05E-01,0.05,1.59E-02,4.19E-02,0.08,1.05E-02,1.65E-01,,,,,
30,4.49898E+13,ic_030C_M4.2_Q2,C,55.96702738,32.06107594,13.78062916,13.07721806,12.65949726,4.25,0.641834733,0.017642403,0.020026779,0.018111229,0.05,4.48E-03,4.65E-02,0.99,8.74E-03,4.25E-03,0.04,6.16E-03,8.17E-02,0.05,4.72E-03,1.69E-02,2.26,7.00E-03,3.46E-01,0.69,6.70E-03,4.49E-03,0.05,4.65E-03,1.91E-02,0.07,6.22E-03,5.49E-01,2.28,5.83E-03,1.82E-02,,,,,
31,4.49898E+13,ic_031A_M4.2_Q0,A,55.97419423,32.1250603,13.76086807,12.96900654,12.53778362,4.25,0.946587856,0.019182205,0.027344894,0.021111107,0.68,6.80E-03,7.19E-03,0.68,9.50E-03,3.21E-04,2.16,9.37E-03,6.25E-07,0.68,7.37E-03,8.72E-04,2.17,9.17E-03,2.67E-06,2.17,9.70E-03,8.32E-08,0.68,7.54E-03,3.14E-04,2.17,9.31E-03,6.57E-07,2.17,9.74E-03,3.71E-08,,,,,
32,4.49898E+13,ic_032C_M4.2_Q2,C,55.97763997,32.00830849,12.53600693,11.81692982,11.38112545,4.25,0.588711308,0.023318672,0.026224709,0.021424675,0.11,6.96E-03,1.32E-03,0.06,7.17E-03,6.06E-02,0.06,6.56E-03,2.34E-02,0.07,6.21E-03,4.35E-02,0.16,7.79E-03,1.08E-01,0.24,6.41E-03,2.25E-01,0.07,6.19E-03,4.85E-02,0.57,8.18E-03,4.68E-02,0.06,5.84E-03,3.78E-01,,,,,
33,4.49898E+13,ic_033C_M6.0_Q2,C,55.97954714,32.12069165,14.12876892,13.52543259,13.01428223,6,0.68491917,0.017709541,0.021812057,0.022304153,0.05,5.59E-03,5.58E-02,0.07,6.05E-03,9.37E-02,0.21,6.08E-03,7.49E-02,0.13,4.51E-03,1.02E-01,0.05,5.12E-03,6.53E-02,0.80,5.48E-03,1.73E-01,0.13,3.87E-03,3.26E-01,0.20,5.24E-03,1.84E-02,0.19,5.19E-03,1.80E-01,,,,,
34,4.49898E+13,ic_034C_M5.8_Q2,C,55.9802882,32.13145952,13.61810493,13.06416798,12.54468727,5.75,3.151438395,0.04997406,0.043340492,0.047346115,2.24,2.21E-02,3.79E-08,2.24,1.78E-02,1.47E-05,2.24,1.81E-02,2.92E-05,2.24,2.05E-02,9.45E-07,2.25,1.43E-02,3.46E-04,2.24,1.54E-02,4.71E-04,2.24,2.06E-02,8.14E-07,2.25,1.44E-02,2.95E-04,2.24,1.52E-02,6.17E-04,,,,,
35,4.49898E+13,ic_035S_M8.0_Q1HK,S,55.9840007,32.05173526,19.5883255,17.51804733,15.70915699,8,-0.408466021,0.327087402,0.186425781,0.058503914,0.14,2.14E-01,5.92E-02,0.32,5.18E-02,1.34E-02,0.51,1.66E-02,1.86E-02,0.05,2.70E-01,4.81E-03,0.32,5.25E-02,3.18E-02,0.07,1.54E-02,4.44E-02,0.05,2.86E-01,4.15E-03,0.32,5.23E-02,3.36E-02,0.05,1.60E-02,3.40E-02,,,,,
36,4.49898E+13,ic_036C_M0.0_Q2,C,55.9841716,32.14337888,12.69477367,11.87612247,11.52489376,0,1.307935927,0.025728607,0.026654434,0.021393013,3.88,8.87E-03,6.92E-04,100.00,1.04E-02,1.60E-02,0.31,6.73E-03,4.60E-02,3.89,8.53E-03,4.29E-05,0.79,8.25E-03,1.73E-03,3.87,6.44E-03,3.07E-02,3.89,8.20E-03,1.23E-04,0.79,8.05E-03,9.78E-04,3.87,6.57E-03,1.51E-02,,,,,
37,4.49898E+13,ic_037C_M7.2_Q2,C,55.98494414,32.16644046,15.41544247,14.68524075,14.0743103,7.25,0.879215914,0.03143959,0.028159332,0.020839119,0.62,1.08E-02,1.02E-05,0.62,1.01E-02,5.21E-06,0.62,8.18E-03,1.96E-03,0.62,1.14E-02,5.72E-05,0.38,1.08E-02,2.75E-05,0.62,9.03E-03,2.34E-03,0.62,1.13E-02,3.06E-05,0.38,1.07E-02,3.83E-05,0.62,9.01E-03,2.32E-03,,,,,
38,4.49898E+13,ic_038A_M6.8_Q1J,A,55.98842731,32.02603662,15.62174892,14.21467495,13.06601524,6.75,1.345079694,0.029080582,0.031779671,0.034074783,0.50,1.48E-02,2.90E-03,0.05,1.04E-02,4.55E-02,2.21,1.53E-02,1.35E-01,0.13,7.14E-03,5.89E-02,0.39,1.09E-02,1.41E-01,0.64,1.62E-02,5.68E-01,0.13,7.31E-03,3.38E-02,0.39,1.09E-02,1.39E-01,0.64,1.62E-02,5.66E-01,,,,,
39,4.49898E+13,ic_039C_M6.0_Q2,C,55.98976274,32.24690696,14.9356308,14.3041544,13.78175545,6,2.604606048,0.060069847,0.046933174,0.0365345,0.68,2.59E-02,6.75E-14,0.68,2.20E-02,2.94E-13,0.68,1.51E-02,2.24E-11,2.15,2.40E-02,8.41E-13,2.16,2.21E-02,1.55E-11,2.15,1.53E-02,5.16E-08,0.68,2.33E-02,1.39E-12,2.16,2.19E-02,3.71E-11,2.15,1.51E-02,8.39E-08,,,,,
40,4.49898E+13,ic_040A_M0.5_Q0,A,55.98999829,32.02706025,14.55135441,11.97252655,10.3446312,0.5,2.138768414,0.055613327,0.055152893,0.044484138,0.99,2.00E-02,1.84E-06,0.99,1.71E-02,5.24E-04,0.05,1.32E-02,1.41E-02,2.17,1.24E-02,1.08E-03,2.17,1.59E-02,1.57E-03,2.19,1.47E-02,1.93E-04,2.18,1.20E-02,2.93E-07,2.18,1.56E-02,1.01E-04,2.19,1.47E-02,1.78E-04,,,,,
41,4.49898E+13,ic_041C_M5.0_Q2,C,55.99230443,32.24233617,14.2424345,13.54042244,13.07234192,5,-0.156746457,0.026177216,0.016439438,0.016569519,0.50,9.14E-03,1.92E-04,82.64,7.19E-03,6.88E-05,0.07,5.67E-03,3.13E-02,1.02,7.12E-03,2.52E-02,0.08,6.12E-03,3.30E-02,0.07,5.25E-03,2.75E-02,1.02,7.27E-03,1.89E-02,0.08,5.89E-03,7.46E-03,0.28,4.91E-03,4.73E-02,,,,,
42,4.49898E+13,ic_042A_M3.8_Q1JH,A,55.99404972,32.29098044,12.05807495,11.21439171,10.64807129,3.75,5.051363761,0.05152092,0.068599701,0.104971504,0.05,1.58E-02,1.20E-02,0.09,1.98E-02,4.08E-03,0.50,3.85E-02,7.36E-05,0.05,1.63E-02,1.27E-02,0.09,2.10E-02,5.79E-03,1.02,3.49E-02,4.63E-03,0.05,1.54E-02,3.01E-02,0.09,2.08E-02,6.89E-03,1.02,3.40E-02,9.26E-03,,,,,
43,4.49898E+13,ic_043A_M1.8_Q1JH,A,55.9954334,32.19086697,12.19041538,11.26210785,10.55733681,1.75,13.51072144,0.24997139,0.220306015,0.203043938,6.75,9.67E-02,2.15E-09,6.74,8.80E-02,3.77E-08,0.20,5.90E-02,4.09E-03,6.77,9.96E-02,5.77E-08,0.87,9.02E-02,1.98E-07,0.24,6.69E-02,3.29E-04,6.76,9.52E-02,8.98E-08,0.87,9.14E-02,1.38E-08,0.24,6.23E-02,2.13E-03,,,,,
44,4.49898E+13,ic_044C_M3.5_Q2,C,55.99617556,32.2392435,13.38598824,12.41637611,11.53834534,3.5,16.96515785,0.242022896,0.238221169,0.278540802,0.09,5.99E-02,6.95E-02,0.99,7.74E-02,1.58E-04,0.98,8.92E-02,4.41E-04,0.16,6.34E-02,6.05E-02,0.98,7.09E-02,1.76E-03,0.98,9.16E-02,3.04E-05,0.16,6.20E-02,6.73E-02,0.49,5.99E-02,3.86E-03,50.00,9.23E-02,1.20E-05,,,,,
45,4.49898E+13,ic_045C_M5.8_Q2,C,55.99650471,32.09909002,14.73829365,14.058321,13.53031158,5.75,0.421117247,0.019408226,0.024671555,0.022184181,0.07,7.37E-03,4.17E-03,0.04,7.96E-03,1.27E-03,0.07,6.52E-03,5.04E-02,0.08,5.80E-03,1.49E-02,1.01,9.68E-03,3.12E-02,0.05,6.10E-03,1.13E-01,0.08,5.44E-03,1.22E-02,0.10,7.24E-03,3.02E-02,0.06,6.51E-03,2.48E-02,,,,,
46,4.49898E+13,ic_046A_M1.0_Q0,A,55.99806344,32.26532101,13.06225967,12.08696842,11.67379189,1,7.673077143,0.089600563,0.099882126,0.08206768,7.59,5.03E-02,1.43E-31,7.59,5.13E-02,5.54E-32,7.59,4.49E-02,3.51E-32,7.62,4.99E-02,4.61E-30,7.60,5.10E-02,4.08E-26,7.60,4.55E-02,4.62E-26,7.62,4.99E-02,3.20E-30,7.60,5.06E-02,1.67E-24,7.60,4.52E-02,1.28E-24,,,,,
47,4.49898E+13,ic_047A_M0.5_Q0,A,55.99853045,32.03168286,14.57749748,11.64945507,9.476320267,0.5,27.98958333,0.490712166,0.369581604,0.257099152,100.00,1.75E-01,8.08E-05,100.00,1.60E-01,1.12E-05,100.00,1.13E-01,2.28E-05,1.05,1.01E-01,7.75E-02,1.05,9.35E-02,3.84E-04,0.12,4.61E-02,3.03E-01,0.05,1.15E-01,3.28E-02,20.33,7.06E-02,3.20E-02,0.12,4.41E-02,2.38E-01,,,,,
48,4.49898E+13,ic_048C_M0.8_Q2,C,55.99879479,32.23413834,12.18745232,11.3293066,11.00199127,0.75,2.939645676,0.062932491,0.048142433,0.040640259,13.68,2.11E-02,3.49E-07,13.95,2.16E-02,3.49E-16,14.01,1.64E-02,1.11E-10,0.93,2.03E-02,3.29E-08,13.77,2.20E-02,2.85E-16,13.85,1.59E-02,3.42E-08,0.93,2.01E-02,5.62E-08,13.76,2.18E-02,1.36E-15,13.85,1.58E-02,5.32E-08,,,,,
49,4.49898E+13,ic_049C_M5.8_Q2,C,55.99950214,32.07816215,14.1093235,13.41150093,12.87414169,5.75,0.638028712,0.021586227,0.026400566,0.023086166,0.50,1.34E-02,1.82E-02,0.50,8.53E-03,1.17E-02,0.07,6.68E-03,3.86E-02,0.41,6.01E-03,3.88E-02,0.06,7.93E-03,2.53E-02,0.14,6.78E-03,8.46E-02,0.41,5.86E-03,4.99E-02,0.06,7.53E-03,1.47E-02,0.14,6.61E-03,1.17E-01,,,,,
50,4.49898E+13,ic_050C_M5.0_Q2,C,56.00083258,31.9727319,13.54077244,12.87710571,12.41352272,5,0.262674432,0.015540504,0.014356613,0.019090748,0.50,9.30E-03,9.83E-04,0.06,3.73E-03,6.94E-02,0.25,6.76E-03,8.62E-05,0.35,4.23E-03,2.59E-02,0.08,3.89E-03,4.74E-01,1.02,7.00E-03,1.61E-02,0.35,3.79E-03,9.73E-02,0.08,3.93E-03,4.05E-01,1.02,6.97E-03,3.90E-03,,,,,
51,4.49898E+13,ic_051S_M5.0_Q1HK,S,56.00200175,32.07574817,19.55134392,16.6128006,14.53680611,5,0.900674184,0.392871666,0.074608231,0.049018288,0.12,1.70E-01,6.09E-03,0.25,2.37E-02,3.62E-03,1.94,1.46E-02,1.15E-02,0.06,2.26E-01,3.16E-02,0.25,2.78E-02,2.10E-03,2.05,1.47E-02,2.07E-03,0.06,2.10E-01,1.43E-02,0.25,2.66E-02,5.32E-03,1.95,1.39E-02,1.69E-03,,,,,
52,4.49898E+13,ic_052A_L0.0_Q1K,A,56.00313294,32.07222427,19.3107338,18.46532059,17.69049263,10,0.378560172,0.385492325,0.373789406,0.287087631,0.08,1.16E-01,5.04E-02,0.04,1.12E-01,3.76E-03,0.06,9.36E-02,6.09E-03,0.92,1.15E-01,6.42E-02,0.10,1.05E-01,8.33E-03,0.07,8.77E-02,1.23E-02,0.08,1.19E-01,5.58E-02,0.10,1.04E-01,8.93E-03,0.07,8.77E-02,1.25E-02,,,,,
53,4.49898E+13,ic_053C_M4.8_Q2,C,56.00656189,32.39968414,13.53503799,12.77869987,12.30473995,4.75,-0.252155282,0.031403923,0.0191679,0.028404808,86.96,1.31E-02,2.41E-08,100.00,6.15E-03,1.40E-02,0.99,1.19E-02,1.80E-05,1.02,1.19E-02,6.13E-07,0.06,4.95E-03,1.34E-01,0.33,9.16E-03,1.08E-03,1.02,1.20E-02,2.95E-07,0.06,4.96E-03,5.98E-02,0.33,8.46E-03,3.96E-03,,,,,
54,4.49898E+13,ic_054C_M1.5_Q2,C,56.00906652,32.32777916,12.43732071,11.64549923,11.32903576,1.5,10.78933377,0.130529022,0.132099152,0.124209023,6.11,6.83E-02,3.01E-34,6.11,7.25E-02,2.15E-36,6.11,6.60E-02,1.24E-38,6.10,6.92E-02,7.80E-30,6.10,7.45E-02,5.85E-38,6.10,6.87E-02,1.22E-38,6.10,6.91E-02,3.78E-30,6.10,7.19E-02,6.03E-32,6.11,6.71E-02,3.85E-33,,,,,
55,4.49898E+13,ic_055C_M5.2_Q2,C,56.00973213,32.17097266,14.99572754,14.26636982,13.72605228,5.25,0.520394818,0.020526886,0.024439621,0.021959305,0.42,5.83E-03,7.33E-02,0.06,6.53E-03,4.05E-02,1.01,7.16E-03,2.71E-02,0.06,6.05E-03,2.92E-01,0.06,6.42E-03,1.50E-01,0.04,6.44E-03,1.46E-01,0.88,5.77E-03,1.81E-01,0.06,6.43E-03,1.46E-01,0.04,6.55E-03,1.08E-01,,,,,
56,4.49898E+13,ic_056C_M4.8_Q2,C,56.01077294,32.02636982,12.73889351,12.08315182,11.68829727,4.75,0.471942727,0.01910553,0.029985809,0.015510559,93.46,6.65E-03,5.33E-02,0.06,9.58E-03,9.94E-03,0.11,4.71E-03,4.87E-02,0.07,5.70E-03,1.00E-01,0.06,9.17E-03,1.96E-02,1.39,3.45E-03,5.17E-01,0.07,5.53E-03,1.17E-01,0.09,8.64E-03,1.77E-02,0.11,3.91E-03,4.23E-01,,,,,
57,4.49898E+13,ic_057C_M6.0_Q2,C,56.01216584,31.87435452,14.51087666,13.5793581,12.85597992,6,3.948604829,0.069486427,0.049900055,0.050873566,1.02,2.47E-02,3.88E-02,1.07,1.94E-02,6.18E-02,0.93,1.61E-02,1.80E-01,0.09,1.98E-02,9.43E-02,0.06,1.64E-02,2.25E-01,0.06,1.45E-02,3.29E-02,1.01,2.36E-02,7.53E-02,0.06,1.57E-02,1.03E-01,0.06,1.44E-02,4.26E-02,,,,,
58,4.49898E+13,ic_058A_M5.5_Q0,A,56.01502432,32.08840389,17.61313248,15.97158432,14.82930756,5.5,1.435426999,0.129673195,0.071772003,0.063931656,0.08,4.59E-02,3.02E-06,0.46,2.28E-02,1.20E-02,0.05,1.87E-02,3.19E-02,0.08,4.84E-02,7.42E-04,0.46,2.43E-02,3.09E-02,0.12,2.20E-02,3.65E-02,0.08,4.68E-02,1.11E-03,0.46,2.45E-02,2.36E-02,0.12,2.20E-02,4.25E-02,,,,,
59,4.49898E+13,ic_059A_M5.0_Q0,A,56.01501528,32.0424933,14.29660892,13.70639324,13.28293228,5,1.130356234,0.032464409,0.028643417,0.027755165,0.20,1.02E-02,2.74E-02,0.06,8.06E-03,1.52E-02,0.25,1.10E-02,8.09E-04,0.07,9.72E-03,3.08E-02,0.06,8.47E-03,1.78E-02,0.05,1.10E-02,2.52E-02,0.07,9.71E-03,2.87E-02,0.06,8.32E-03,2.30E-02,0.05,1.08E-02,2.46E-02,,,,,
60,4.49898E+13,ic_060A_M3.0_Q0,A,56.0151731,32.08909423,15.45512962,13.77526093,12.82228947,3,1.651264265,0.027247429,0.038459778,0.032250786,1.92,9.55E-03,5.29E-05,1.92,1.54E-02,3.41E-11,2.07,1.24E-02,2.20E-07,0.66,7.97E-03,3.79E-03,1.92,1.40E-02,1.43E-09,2.08,1.05E-02,1.14E-04,0.66,7.79E-03,5.81E-03,1.92,1.31E-02,6.47E-10,2.08,1.03E-02,1.31E-04,,,,,
61,4.49898E+13,ic_061A_M5.0_Q0,A,56.0151468,32.04306439,14.21288013,13.61317062,13.1983366,5,1.01730965,0.025559998,0.027894592,0.02353611,0.17,9.87E-03,1.22E-02,0.50,9.81E-03,4.60E-03,0.05,9.08E-03,1.05E-03,0.17,1.08E-02,7.91E-02,0.06,8.25E-03,9.08E-03,0.50,1.82E-02,7.74E-03,0.07,9.67E-03,7.27E-02,0.06,6.93E-03,3.18E-02,0.50,1.79E-02,1.23E-02,,,,,
62,4.49898E+13,ic_062C_M2.0_Q2,C,56.01709823,32.12138907,13.00843525,12.17894936,11.80711269,2,2.999491773,0.045469284,0.049884796,0.04358654,10.06,1.97E-02,1.20E-13,10.08,2.31E-02,5.67E-13,10.09,2.08E-02,8.09E-14,10.16,2.02E-02,9.23E-14,10.15,2.18E-02,1.05E-11,10.20,1.99E-02,4.22E-12,10.19,1.91E-02,7.95E-12,10.18,2.10E-02,2.21E-10,10.20,1.99E-02,4.37E-12,,,,,
63,4.49898E+13,ic_063C_M4.8_Q2,C,56.017671,32.23048847,12.52442265,11.77372932,11.35597801,4.75,0.221603126,0.059155083,0.033132553,0.028309059,89.29,2.15E-02,1.63E-07,100.00,1.06E-02,1.22E-03,0.25,9.89E-03,5.33E-04,55.87,1.98E-02,4.07E-11,0.06,9.81E-03,1.73E-01,0.25,1.05E-02,1.23E-03,55.87,1.98E-02,3.29E-11,0.06,8.88E-03,3.63E-02,0.25,9.99E-03,1.17E-03,,,,,
64,4.49898E+13,ic_064C_M5.8_Q2,C,56.01843689,32.08164248,14.01066208,13.4275465,12.9273386,5.75,0.89960395,0.024294853,0.028299713,0.01758709,0.30,8.12E-03,2.01E-02,0.05,9.71E-03,2.31E-03,0.06,8.55E-03,1.75E-02,0.08,6.68E-03,1.05E-01,0.05,8.52E-03,1.22E-03,0.05,8.26E-03,2.78E-02,0.05,6.48E-03,1.07E-01,0.08,7.31E-03,5.18E-02,0.06,9.07E-03,2.22E-02,,,,,
65,4.49898E+13,ic_065A_M1.0_Q1JH,A,56.02029354,31.96094283,17.69082832,14.72869587,12.97803116,1,0.475756193,0.093445587,0.028338432,0.027823734,0.07,2.45E-02,1.39E-01,0.33,1.14E-02,2.91E-06,0.04,8.37E-03,4.42E-02,0.04,2.71E-02,2.83E-01,0.16,5.68E-03,3.17E-01,0.05,7.76E-03,3.05E-02,0.04,2.81E-02,1.58E-01,0.16,5.73E-03,2.72E-01,0.05,7.65E-03,4.01E-02,,,,,
66,4.49898E+13,ic_066S_M5.0_Q1HK,S,56.02164104,32.05016599,19.39387894,16.39375877,14.36602974,5,0.040299056,0.400888824,0.051868439,0.022039795,0.19,1.43E-01,2.22E-02,0.14,1.65E-02,2.24E-02,0.16,7.15E-03,1.51E-02,0.08,1.61E-01,4.16E-02,0.09,1.78E-02,5.13E-02,0.16,7.81E-03,3.78E-02,0.08,1.58E-01,4.42E-02,0.12,1.56E-02,4.18E-02,0.19,7.93E-03,5.21E-02,,,,,
67,4.49898E+13,ic_067C_M3.5_Q2,C,56.02328247,32.32527657,14.19180012,13.42348957,12.99894142,3.5,0.707986754,0.024729538,0.026209831,0.026502228,0.50,8.90E-03,4.79E-04,4.21,9.49E-03,2.18E-04,0.04,8.38E-03,4.43E-02,4.24,6.62E-03,2.80E-03,0.81,8.93E-03,1.62E-04,0.19,6.97E-03,1.09E-01,4.23,6.56E-03,1.93E-03,4.23,8.83E-03,1.08E-04,0.04,7.61E-03,7.94E-02,,,,,
68,4.49898E+13,ic_068A_M5.8_Q1J,A,56.02404744,32.00031622,17.11419296,15.21991158,13.76050377,5.75,0.850242465,0.06883812,0.036187172,0.046501923,8.03,1.93E-02,4.17E-02,0.05,1.22E-02,1.26E-01,0.11,1.42E-02,4.76E-02,0.04,1.77E-02,3.14E-01,0.04,1.28E-02,6.40E-01,0.05,1.30E-02,8.32E-02,0.04,1.76E-02,3.24E-01,0.04,1.28E-02,6.12E-01,0.05,1.32E-02,4.38E-02,,,,,
69,4.49898E+13,ic_069C_M6.5_Q2,C,56.0249736,32.25893398,14.33100224,13.79245758,13.30157757,6.5,0.299159981,0.032865715,0.019112587,0.01642704,88.50,1.30E-02,1.02E-07,0.20,5.74E-03,2.61E-02,0.12,5.46E-03,6.62E-02,58.48,1.02E-02,5.22E-04,0.15,4.31E-03,1.26E-01,0.04,6.43E-03,4.16E-02,55.87,1.08E-02,5.42E-05,0.13,3.93E-03,1.50E-01,0.12,5.68E-03,7.27E-02,,,,,
70,4.49898E+13,ic_070C_M4.2_Q2,C,56.02827389,32.13167984,12.9811182,12.13684273,11.59428501,4.25,3.422291475,0.05888176,0.060845184,0.089734268,2.61,1.90E-02,1.63E-03,0.30,1.78E-02,1.92E-03,0.50,3.89E-02,1.08E-03,0.72,1.87E-02,4.01E-03,0.42,1.65E-02,2.04E-03,0.05,2.27E-02,2.69E-03,0.72,1.84E-02,6.29E-03,0.29,1.49E-02,9.85E-03,0.05,1.70E-02,7.02E-02,,,,,
71,4.49898E+13,ic_071C_M4.5_Q2,C,56.02878295,32.03201854,18.02441788,16.60263443,15.60369015,4.5,2.130919612,0.228601456,0.13064003,0.092731476,0.04,5.93E-02,1.64E-02,0.14,4.13E-02,1.27E-04,0.51,2.99E-02,6.69E-03,0.05,4.66E-02,2.40E-02,0.07,3.58E-02,2.26E-02,0.19,2.27E-02,5.44E-02,0.05,4.42E-02,5.26E-02,0.07,3.58E-02,2.20E-02,0.24,2.30E-02,4.65E-02,,,,,
72,4.49898E+13,ic_072C_M9.0_Q2,C,56.0302744,32.2425453,17.81275177,16.8819561,16.05898476,9,0.05128614,0.153154755,0.087673187,0.075331116,0.18,4.40E-02,1.56E-02,0.14,2.70E-02,1.94E-02,0.08,2.47E-02,9.73E-02,0.04,3.98E-02,9.39E-02,0.05,2.31E-02,2.50E-01,0.04,2.54E-02,3.99E-02,0.04,3.92E-02,1.21E-01,0.05,2.29E-02,2.71E-01,0.04,2.59E-02,2.45E-02,,,,,
73,4.49898E+13,ic_073C_M4.8_Q2,C,56.03128483,32.06911192,13.32359505,12.64428425,12.20732212,4.75,2.431745143,0.035516548,0.046772194,0.036105919,2.34,1.24E-02,1.39E-07,2.34,1.70E-02,3.33E-06,0.70,1.31E-02,1.75E-07,2.34,1.30E-02,4.50E-08,2.34,1.76E-02,5.13E-08,2.33,1.30E-02,5.09E-08,2.34,1.20E-02,1.68E-07,2.34,1.59E-02,6.53E-07,0.70,1.21E-02,1.13E-08,,,,,
74,4.49898E+13,ic_074C_M4.5_Q2,C,56.0320923,32.08473533,13.99220943,13.04592037,12.46595383,4.5,0.572504679,0.019931793,0.026459122,0.022643852,0.07,5.73E-03,1.06E-01,0.05,7.91E-03,6.82E-03,0.09,7.93E-03,6.46E-04,0.04,6.19E-03,9.47E-02,0.74,8.57E-03,3.09E-03,0.42,8.84E-03,4.90E-04,0.04,6.41E-03,2.47E-02,0.74,8.66E-03,1.59E-03,0.42,8.76E-03,4.33E-04,,,,,
75,4.49898E+13,ic_075A_M0.0_Q0,A,56.03834108,32.04380743,15.14938927,13.58315659,12.31712151,0,11.99117105,0.23327961,0.165180016,0.255921364,1.27,6.31E-02,2.31E-02,1.27,7.80E-02,2.59E-09,4.66,1.16E-01,3.80E-10,0.56,7.76E-02,1.68E-03,1.27,7.59E-02,2.49E-09,4.66,1.14E-01,1.99E-09,0.56,7.75E-02,1.63E-03,1.27,7.61E-02,3.70E-10,4.66,1.15E-01,1.31E-09,,,,,
76,4.49898E+13,ic_076C_M5.8_Q2,C,56.04218028,32.06791755,13.16583538,12.48555851,11.90001774,5.75,1.175690715,0.028096199,0.032824326,0.017677307,0.50,1.29E-02,2.82E-03,0.05,1.12E-02,3.09E-02,0.08,7.03E-03,9.35E-03,0.99,8.73E-03,6.30E-03,0.05,8.96E-03,3.04E-02,0.06,5.79E-03,6.27E-02,0.17,7.18E-03,9.01E-02,0.28,8.55E-03,5.21E-02,0.06,5.89E-03,5.33E-02,,,,,
77,4.49898E+13,ic_077C_M5.8_Q2,C,56.04259818,32.12624486,14.63711834,13.98009968,13.4174881,5.75,0.911501218,0.026329994,0.025546455,0.025774574,0.17,7.39E-03,2.48E-02,0.25,7.58E-03,2.25E-02,0.10,8.36E-03,1.84E-02,0.07,7.25E-03,8.29E-02,0.06,7.56E-03,2.78E-02,0.11,7.53E-03,4.39E-02,0.07,7.35E-03,6.40E-02,0.06,7.47E-03,2.97E-02,0.10,8.64E-03,4.57E-02,,,,,
78,4.49898E+13,ic_078A_L0.0_Q1K,A,56.04513575,32.20404336,19.24193954,18.43763161,17.59690666,10,-0.164120913,0.527620506,0.40109005,0.334626198,2.99,2.02E-01,2.81E-03,0.10,1.18E-01,7.19E-04,0.05,9.34E-02,7.55E-02,3.01,1.87E-01,8.97E-03,0.10,1.08E-01,3.37E-02,0.05,9.76E-02,2.36E-01,3.01,1.95E-01,1.67E-03,0.10,1.02E-01,8.73E-02,0.05,9.74E-02,2.23E-01,,,,,
79,4.49898E+13,ic_079C_M8.2_Q2,C,56.04610634,32.02878553,16.55583,15.471982,14.42163754,8.25,4.375405305,0.105260086,0.087570381,0.075022125,0.50,3.49E-02,1.17E-05,0.50,3.75E-02,5.54E-11,0.50,2.98E-02,1.03E-09,0.08,1.84E-02,6.45E-02,0.48,1.29E-02,1.34E-01,0.10,1.06E-02,1.22E-02,0.08,1.88E-02,5.18E-02,0.08,1.13E-02,1.60E-01,0.10,1.06E-02,1.03E-02,,,,,
